raman_shift_cm-1,PS_01,PS_02,PS_03,PET_01,PET_02,PMMA_01,PMMA_02,CAL_01,CAL_02,ARA_01,ARA_02,SI_01,XA_01,XB_01
1086.217,784.2928,739.7804,118.4782,2500.0343,3414.6869,825.1195,437.7314,40201.6031,40215.3217,34414.8702,34225.5367,302.0103,1288.8379,286.135
1088.0743,520.9611,421.0821,376.1804,4269.5015,4356.7328,728.3359,547.8692,24465.6518,24358.561,17537.6089,17463.1461,199.7785,140.9729,127.5326
1089.9316,231.089,-72.9976,733.325,6160.6672,5024.3296,376.5551,603.448,11581.1019,12052.2522,8693.333,8711.7911,994.5636,543.1714,231.6124
1091.7889,645.9102,703.2545,139.9083,8446.2454,8488.7057,531.4206,812.5424,6821.8316,7301.2141,5552.2387,6409.2667,108.3121,100.7765,683.1643
1093.6461,-145.4537,452.7714,266.2762,12626.5681,13582.591,1001.3809,1437.4502,3970.9316,5061.2223,4089.0614,3069.6428,305.6169,136.5089,60.313
1095.5034,11.0566,-93.7743,609.0943,17198.9402,17327.789,1283.5606,1475.7473,2732.4852,2291.2363,2164.6552,2723.9957,-120.5118,1176.9234,432.09
1097.3607,1162.4846,-50.5354,612.6895,15074.9159,15882.6923,1021.5727,537.6579,1664.0072,2468.0675,1484.8702,1692.1244,483.2324,-560.8758,-155.4545
1099.218,417.1843,260.3948,271.9209,10357.8503,10730.7777,767.2115,388.2988,2450.2557,2192.2086,1485.0086,1749.7599,488.1436,377.8942,1299.1103
1101.0753,527.5509,471.6603,528.4437,7927.7708,7917.9011,830.0334,823.7073,776.1892,940.6622,1712.2808,1379.4672,62.0649,155.7467,1094.7142
1102.9326,109.3034,416.5811,525.5884,5802.0164,5253.5519,668.2771,1197.7021,1825.7401,1701.2953,747.944,908.7451,-312.8007,-131.6567,817.34
1104.7898,288.3276,717.75,359.2768,3706.5339,4721.3887,1456.7954,1418.1124,976.5205,1521.4803,1065.0376,675.3192,328.9949,391.5054,507.4491
1106.6471,23.7742,367.2311,260.0385,3929.6172,4396.1033,1381.3665,1038.7805,1401.3242,511.999,908.5993,800.816,238.2287,-124.9246,880.5838
1108.5044,156.8139,18.5251,1075.0041,4136.5524,4812.7222,1442.1782,1529.8304,721.4816,901.7918,1086.6434,509.7088,473.5455,746.377,421.3276
1110.3617,617.869,-117.6415,656.384,5557.0921,5264.1019,2244.9394,1999.5052,903.3843,288.1482,522.2655,536.3235,284.494,473.0924,902.0983
1112.219,1102.0353,380.9646,483.2988,7118.6024,7388.6004,2275.0048,1899.4743,-33.3093,1063.2366,256.6667,1383.6365,742.7787,830.0202,195.8311
1114.0762,216.8119,-173.0177,459.0011,9872.9642,10376.3647,3208.3941,2184.1867,-0.6747,647.8541,850.589,989.089,-104.5768,1143.8844,1219.4253
1115.9335,754.9108,289.0876,908.8082,14169.4721,14233.2223,5049.3268,3484.1084,613.3563,574.3401,626.8911,663.2003,705.3995,495.879,921.5096
1117.7908,901.3294,136.6,-454.267,14408.5121,14959.5597,6017.8045,6541.3088,295.0325,573.9205,455.6736,443.4177,829.2082,755.0186,313.3593
1119.6481,1278.7347,623.0348,456.426,10878.6533,11129.4131,9273.4404,9767.3982,260.5702,339.3395,802.043,787.1757,-329.0385,556.7802,583.7988
1121.5054,306.5583,317.0322,1050.2312,7175.1479,7705.4321,12169.6097,12603.537,603.768,257.1901,299.7613,538.4322,441.4286,-213.6367,431.6889
1123.3627,324.3605,1002.9359,722.1672,4837.0144,5240.0271,10965.1524,11000.3191,-64.9183,115.5453,98.7074,-61.4211,175.6507,-142.133,317.1791
1125.2199,312.1895,121.919,170.638,3021.2984,3873.4316,7077.2951,7865.6123,-215.2356,255.6674,286.8301,279.8737,1275.1414,582.1608,72.4008
1127.0772,388.4372,826.2256,476.3866,2633.3813,2300.3376,5072.2431,5156.9053,1057.2397,-47.3212,502.7447,405.7916,354.0711,511.7265,1016.4386
1128.9345,855.7614,517.3617,941.0863,1870.332,2069.5887,3098.9951,3060.7421,300.2272,-240.8602,341.8623,585.0796,-787.4588,251.7002,701.1134
1130.7918,599.9078,183.2905,560.7268,3029.9522,1381.9585,2995.5742,2515.8964,-36.3428,205.7359,-220.3614,422.7954,-1.6196,612.514,443.6243
1132.6491,855.7579,74.1418,1305.1188,1801.3571,1504.1816,1915.0405,2297.7435,1301.4241,687.2743,433.1827,659.1489,-736.291,599.369,1468.0805
1134.5064,1190.7565,620.671,1150.4184,1127.7782,1100.5136,1200.5237,1546.2026,211.354,301.6986,-263.6851,535.3433,342.5026,183.4239,40.608
1136.3636,1231.445,705.4775,870.2473,1552.6486,1176.512,1071.1053,733.056,171.6688,395.0291,961.6459,634.477,277.9194,176.0236,-162.3053
1138.2209,1751.1455,1023.4377,747.1278,952.0356,328.7516,1130.9791,806.6413,130.0375,-360.9039,518.8771,181.0405,211.1232,879.5282,403.7325
1140.0782,1408.0752,1279.6516,1051.0261,638.9229,463.4076,1085.45,374.758,318.0343,265.4636,238.3138,750.2932,189.0063,643.6554,120.922
1141.9355,1906.6883,1611.2981,1208.6694,598.2936,556.9675,435.712,1004.6053,406.9788,856.9976,1027.836,579.9064,-229.1417,707.3471,8.2831
1143.7928,1259.0227,1871.3277,1134.6873,616.9714,755.7059,1138.7909,1496.1487,-87.6706,533.8554,389.7895,198.2642,869.8678,977.4837,1024.7725
1145.65,2202.8903,1682.501,2762.039,1271.2984,292.7288,1050.1869,706.7535,379.4181,724.6816,639.5512,686.8952,73.3365,869.5245,450.6747
1147.5073,3104.4459,2586.0739,2724.1506,304.1397,920.764,549.4904,282.5754,-151.6989,230.8267,336.5424,231.1869,161.2124,325.841,605.5496
1149.3646,4299.9859,4446.0461,3880.4986,1102.5267,486.6364,399.4954,691.844,811.818,584.012,907.4342,556.7711,130.4022,1045.5639,806.5313
1151.2219,6134.6495,5366.1575,5983.8989,506.3713,178.7767,1216.1806,493.4625,152.9176,536.9694,455.9487,459.2763,99.9699,42.0,1396.621
1153.0792,8661.9377,8969.6468,8746.737,488.9788,1199.5468,1371.2639,613.846,556.6644,-151.5961,114.6028,441.4035,-90.5036,-643.2949,871.903
1154.9365,9673.6128,10156.9784,10566.6476,158.1242,654.9517,911.4406,1078.758,96.783,271.9138,120.2463,250.5737,725.4406,315.5138,444.1561
1156.7937,9691.6927,9564.4598,9308.2768,504.1611,825.7182,1128.9793,702.0007,467.4209,702.9287,851.7409,312.6419,306.3521,211.6341,484.7933
1158.651,6945.2581,6108.7521,7027.8057,563.5586,829.5262,418.6519,1112.6268,-197.7619,982.7003,-112.9499,-219.1022,776.1675,877.8203,935.6794
1160.5083,5081.6447,3848.6796,5076.1421,5.239,590.3918,810.2573,706.245,-139.3678,1079.1136,633.3388,711.1391,20.329,416.9119,462.2146
1162.3656,4336.4859,2786.9328,2909.7162,66.773,563.4162,887.8977,1051.1499,99.8715,133.2234,713.753,-98.8575,142.6808,-14.2757,1320.5552
1164.2229,2026.3642,2719.9962,1807.5439,463.7841,842.4543,1367.9262,812.5797,596.5508,269.1634,200.6468,161.4665,1017.5112,741.5821,835.2787
1166.0802,1546.4492,2190.1542,1471.1305,670.463,-64.9981,641.6404,1068.105,608.3355,825.0233,119.0747,-468.7211,45.9636,605.1116,1480.2054
1167.9374,1438.8194,1906.1485,1220.5163,539.1665,337.6692,1673.3819,1015.1615,-379.4534,70.623,-79.9481,1077.8935,183.2933,47.3155,133.2853
1169.7947,1265.9154,284.0472,704.7549,623.9605,623.7733,871.1352,2225.0854,301.0802,-357.976,39.1085,650.4168,-12.8099,300.6439,1087.7345
1171.652,1321.8114,286.8453,1470.3967,338.0,1527.7377,1615.7983,2223.2692,185.8486,132.6265,22.1842,615.2703,780.1683,923.4257,1903.4244
1173.5093,1788.4501,1472.3764,750.6684,582.1646,1034.162,1967.6781,2000.1414,924.5003,87.5707,-427.4799,641.3876,425.5022,307.442,1807.7952
1175.3666,444.4196,1129.2834,1114.1687,91.1291,125.0933,2669.1628,2713.7904,202.0929,11.7596,-120.0627,618.0162,456.1231,252.8309,1287.7577
1177.2239,821.1091,1081.586,603.3927,999.3861,997.5316,2771.1315,3547.9222,700.2037,362.4797,654.602,262.4844,952.4577,247.0309,2188.4352
1179.0811,936.9409,805.1325,334.6227,123.7804,636.05,4783.1085,4535.7449,-267.9462,118.8518,872.3535,474.3764,-221.1977,780.4879,2121.7187
1180.9384,648.7613,1090.4666,177.3237,495.0513,1073.4674,6332.1306,6994.158,138.3977,-278.8692,211.9265,114.7478,-107.9659,185.3248,2884.4986
1182.7957,967.0618,1449.7014,606.7664,205.3191,936.108,9184.3485,9749.5348,-58.5586,598.1097,44.5549,519.2095,584.5285,170.527,3724.9122
1184.653,31.1017,1117.3911,731.2945,701.6966,-26.9676,13813.5434,13402.354,469.0531,273.3139,336.884,584.4883,547.8223,271.4054,3825.7402
1186.5103,775.3651,612.4564,365.6601,26.806,628.4343,18713.6567,19640.4584,151.0806,911.5911,-358.6465,-71.3656,-202.2999,747.735,5124.5373
1188.3675,-196.5164,239.4827,187.9856,489.7931,56.7898,20578.296,20491.0546,817.9915,777.1657,-557.7635,933.1586,172.7402,774.9626,6139.5001
1190.2248,508.449,212.3893,929.543,353.0263,642.1316,16819.8105,17432.7368,1046.9958,919.2619,300.0357,257.6957,63.7035,-275.9533,9304.1917
1192.0821,475.0868,832.9331,563.568,206.0738,741.968,11992.7562,11241.1099,-24.8593,346.6956,-82.4113,415.9408,241.49,-484.4982,11884.4305
1193.9394,796.8072,946.0978,85.7396,431.5203,93.3603,8485.0444,8564.5432,502.2997,423.9254,344.6021,488.5022,1031.6909,591.2918,16021.5568
1195.7967,57.3998,89.8224,457.6136,794.481,195.6486,5954.1133,6538.2241,323.8039,209.7858,519.6485,28.0237,711.3188,-47.9368,23350.6517
1197.654,288.7541,1137.2924,836.7335,579.4558,604.4891,4081.1894,3707.2365,110.2996,690.8083,52.7121,-428.1464,653.2507,170.6135,33827.8318
1199.5112,650.054,434.1137,824.5788,354.6457,419.7387,3192.6194,3473.1679,-75.5262,511.1446,345.333,185.9079,97.362,-325.9263,40523.8826
1201.3685,740.2518,306.8585,871.8568,342.1409,468.8268,2788.9392,2228.8062,925.8206,148.3665,432.2199,671.9176,3.1577,237.362,38365.0416
1203.2258,107.2447,700.906,783.6299,90.6481,637.393,2820.3543,2459.2958,494.8715,-21.8787,935.4459,478.7006,387.7739,-545.7286,28143.4904
1205.0831,277.6793,282.5217,470.1664,1376.3365,-207.4621,1044.6653,1818.9155,556.0955,-496.4764,401.8217,781.7838,428.9528,424.5517,20294.1262
1206.9404,325.2431,-303.1903,670.3533,-51.7577,862.2454,1564.6134,1651.936,512.0737,-66.7532,-854.7392,87.2557,4.2142,-270.2309,13840.648
1208.7977,-86.3207,338.2495,135.1482,252.7251,264.426,1930.9466,1563.0329,-71.9417,827.4014,124.3078,180.4222,325.2338,-285.2577,9419.0781
1210.6549,143.5409,261.71,-526.6841,619.0999,94.6641,1272.1981,1385.2072,359.7034,521.2551,95.2898,383.7575,326.2853,-286.8832,8263.3244
1212.5122,315.4901,334.5989,857.651,922.3043,109.9055,1697.6505,1895.2652,-396.989,5.0654,564.5703,999.6956,433.448,677.0373,5818.4059
1214.3695,27.2637,-98.0172,-59.11,462.603,115.2181,1492.2747,666.9236,479.9043,-23.8795,257.4562,291.9028,189.4022,-76.9624,4497.8682
1216.2268,332.3787,445.5751,-119.7781,193.3865,512.9357,1760.651,1204.5512,707.848,534.0503,276.7183,754.6126,397.2266,371.5867,3795.5936
1218.0841,-252.609,596.7463,911.6872,375.4545,1087.1963,1324.1062,1837.8274,220.6921,1102.3562,530.6443,364.4202,-224.6108,729.7018,3061.4888
1219.9413,27.4059,141.6278,816.1154,29.6813,219.4998,1892.5988,1830.8257,946.3718,873.5846,-287.9292,572.6663,36.7296,-77.412,2661.992
1221.7986,678.1999,-124.0072,-35.7363,198.5736,910.7039,1497.34,1205.3186,362.8064,533.0352,-1044.0755,155.7569,22.1753,727.5129,2597.8682
1223.6559,151.8331,458.3803,213.6762,12.4886,-133.4797,2212.2663,1696.5292,657.6331,609.4874,167.4431,-292.4253,122.0306,-55.6873,2318.2464
1225.5132,744.9838,770.1997,903.5474,196.4721,521.9907,2068.4589,2205.9101,225.2005,53.488,435.3091,166.5836,216.9502,1.2443,1605.5742
1227.3705,-343.2371,188.5588,231.9728,169.0758,440.7826,2674.8898,1408.8305,95.5477,-26.7139,397.6007,295.563,11.1554,-282.9026,1089.0521
1229.2278,273.5979,826.414,-130.9574,492.09,458.6129,2345.7926,3118.5522,862.5559,202.4821,824.4845,-110.7175,416.497,-281.139,1714.0624
1231.085,915.5806,224.3317,-490.9648,900.455,-18.6313,4266.6593,3962.2538,107.1692,-40.5874,-233.8485,-61.1749,105.7921,820.8025,1411.9658
1232.9423,830.8573,485.3061,-33.3505,556.9501,837.9126,5414.4433,4664.6382,420.9546,445.2734,10.4629,369.3442,210.1386,401.2534,951.9937
1234.7996,412.4348,229.0059,632.4001,1417.4018,739.9479,7686.3172,7498.4315,-274.8253,323.116,106.3734,-148.0314,672.758,-10.0748,737.8878
1236.6569,689.4145,551.7827,359.7255,1150.5466,364.0668,11129.3248,10772.2761,-416.6564,1130.5736,545.5084,-68.7814,92.9147,-22.7163,747.4121
1238.5142,677.0338,97.3471,-551.745,-19.6013,389.7891,15156.7565,14785.6489,844.4141,-235.999,148.3415,-115.3048,-195.4416,108.0247,1656.4642
1240.3715,399.7791,200.1822,-10.4344,969.2561,634.1411,16259.0055,16991.8475,550.5643,331.2769,467.8589,128.4495,270.4957,646.9641,378.1481
1242.2287,264.0875,108.4658,140.3915,999.9124,1013.0945,13991.7466,13879.2899,659.9896,-163.3026,-24.1951,251.3611,926.0961,572.9035,997.1691
1244.086,848.7236,611.273,772.8915,303.1432,146.6443,9642.1382,9998.3146,378.6491,-97.9991,458.4654,199.6662,-48.6246,458.7885,1228.1391
1245.9433,445.5745,-102.7714,-141.911,439.5294,621.3734,6592.3947,6235.0891,974.8728,272.5921,70.2481,221.5921,651.0846,936.0532,446.3178
1247.8006,1179.331,66.3059,89.7017,958.4073,557.1619,4701.4056,3741.4405,-338.2225,-601.7611,813.8235,15.7904,872.1345,1190.6866,765.5764
1249.6579,372.1707,824.8651,943.6245,802.4937,68.9823,2560.5496,3030.09,477.6304,226.263,673.8477,1026.7443,0.1068,157.891,29.4879
1251.5152,526.6056,410.8641,623.4933,1395.7814,799.7,2173.5844,2943.1581,-740.8633,447.9352,618.4745,-354.0314,272.8206,1525.0818,505.5433
1253.3724,-38.3007,347.4177,379.2565,1289.7297,801.317,930.68,2037.645,207.6849,109.9604,466.0442,641.9721,123.7904,738.7988,1106.2509
1255.2297,682.6783,393.9292,607.5995,1240.4493,1153.4363,2421.3139,2225.2011,759.1041,-583.5942,1076.613,10.3802,-202.2035,158.2738,994.0431
1257.087,189.2514,130.0477,97.9177,696.2801,288.864,2130.1899,1582.6617,647.8375,-350.252,945.4567,353.6678,56.9313,386.7594,370.6043
1258.9443,76.0437,-186.243,-387.8637,300.8028,574.3942,852.8691,967.3768,-254.8043,75.7402,41.6117,379.501,269.1648,920.4852,1223.5585
1260.8016,-580.8451,188.5428,-291.0046,1105.5045,961.3561,724.7368,1134.0671,455.4394,-82.175,514.3952,-121.4336,-126.3935,828.1532,395.5065
1262.6588,557.0099,116.7804,691.3138,1390.7763,1164.3366,1144.4179,774.7953,77.6938,839.5204,241.0242,282.842,264.3563,498.3578,633.2619
1264.5161,-120.1412,880.4775,472.7317,1094.6723,89.7295,1331.4308,1297.2362,1097.8156,-298.7154,286.0361,-216.508,586.2528,566.73,751.6226
1266.3734,500.4418,326.1477,703.5692,1977.3436,974.0579,756.0485,908.7118,-150.8818,651.8655,18.792,-255.4331,202.53,400.2371,1030.3901
1268.2307,196.6588,596.6574,1151.1338,1623.9614,1719.9837,565.7474,1337.0293,-255.5946,1246.2314,-78.9882,14.0046,476.4517,-453.4799,1128.0114
1270.088,229.626,904.3508,221.9284,1947.3398,1746.8137,799.4094,705.7784,119.7634,266.4423,743.0865,793.0908,97.8597,-174.9991,776.6247
1271.9453,952.123,661.7448,13.5382,2444.0255,2283.69,1002.4495,446.864,0.9449,1020.6794,1039.239,16.5147,354.3715,626.996,1026.4206
1273.8025,373.946,-8.4468,315.5499,3426.3521,2145.1338,910.0299,977.8061,36.202,-499.1452,298.5626,229.1316,-303.1904,-30.0722,1071.9269
1275.6598,353.1334,992.3081,779.5891,3090.9679,2850.6943,1465.5377,-309.8031,377.7038,255.5045,724.8779,104.7949,275.069,-71.2221,1225.0867
1277.5171,162.4049,-59.6951,667.4834,4188.3094,3894.1844,87.1122,362.6971,-5.1692,613.7494,-114.7039,524.7147,-130.0916,-518.8423,676.4993
1279.3744,-260.6382,443.1145,948.29,6149.4319,5703.0062,1450.1233,849.8335,92.0396,12.2978,-213.2392,108.016,222.8859,229.2254,200.6965
1281.2317,382.7242,686.3771,148.4397,8503.71,8276.3775,671.9714,616.3499,338.0369,661.9739,602.0524,173.3341,499.9793,511.8388,96.9153
1283.089,80.7218,-165.8474,1009.8074,11770.9621,11429.3039,587.488,752.1907,445.4494,350.2211,940.7752,352.3816,-56.6021,90.6735,124.856
1284.9462,173.7343,-418.581,328.7154,17092.4946,17116.2805,-290.4964,1643.6923,766.3144,-334.186,198.702,-235.0922,-200.3326,-656.3399,421.8045
1286.8035,539.6331,655.935,825.2693,23287.0623,24272.9505,55.6409,767.3574,-117.6273,285.9472,454.6346,177.8084,10.1542,465.622,751.5928
1288.6608,777.0028,941.5393,1203.7692,24556.5925,24720.9947,211.206,1261.7843,422.0982,687.5548,169.058,531.5064,35.2988,32.7826,590.8955
1290.5181,-28.0046,40.6592,599.3259,18526.5642,19631.3463,1700.3326,340.6294,997.4598,152.4279,54.8908,86.2439,-38.21,812.4572,-282.843
1292.3754,196.1612,-45.2652,1051.5943,13109.2555,13121.9824,233.5906,-332.7928,145.8148,828.9416,-665.55,205.8682,223.5756,469.0605,785.9662
1294.2326,658.9285,445.6771,182.101,9191.7402,8539.7746,575.981,-417.7598,519.4773,105.9424,332.2136,30.6076,367.0239,723.747,883.8236
1296.0899,352.1141,131.5571,74.0665,5708.1315,6726.9777,-64.189,549.4923,-327.8378,402.0361,586.8098,327.6467,958.7752,1138.0443,-239.1308
1297.9472,667.1095,629.7509,298.8043,4446.1851,4622.5191,947.809,662.8721,354.3263,186.4222,1013.1056,296.1533,794.4904,245.5727,807.339
1299.8045,-374.3089,306.2652,8.4117,2272.6157,4020.7399,449.8803,671.2598,413.8769,400.5651,528.4685,433.2705,114.5883,710.2659,471.6564
1301.6618,624.4705,696.9883,-624.8565,3490.2112,2388.2651,494.9684,498.9255,-438.5306,421.0781,-31.7482,-41.543,734.2687,30.198,473.9377
1303.5191,-140.3954,333.7481,21.3991,2268.0183,1890.4457,478.7625,-3.5628,578.2614,469.1595,705.7231,311.034,475.6858,37.5075,-421.2875
1305.3763,167.1568,-209.6577,1042.9426,1216.578,2026.8731,569.3662,808.6999,458.9398,-197.2878,95.1641,689.9207,458.2921,455.2084,213.6371
1307.2336,-135.4684,606.1442,-208.9615,2096.2777,2033.5589,202.2286,-550.7728,-196.2324,590.9987,291.9111,-646.9682,251.9435,1353.3236,975.2958
1309.0909,750.9781,15.711,801.5087,1984.7258,1343.4663,-73.6345,109.3137,57.6364,-434.5588,30.3887,750.196,-312.1305,1097.6772,364.2703
1310.9482,834.9802,339.2324,1363.1148,1531.8552,1026.8834,796.7716,370.4458,621.5042,1489.1501,-277.9643,942.6753,248.9918,1108.4367,44.6545
1312.8055,740.9607,-89.7942,253.3211,774.3906,1508.7264,-93.1785,740.834,729.8639,189.0693,-129.4911,197.5472,-241.4309,996.6116,-518.4473
1314.6628,161.5461,234.7365,-131.3122,859.1764,769.128,404.7366,739.5922,255.3936,68.3667,762.3264,295.147,593.4924,415.958,790.537
1316.52,-38.9468,524.5725,118.2607,1490.8288,851.0475,14.852,923.4516,592.6538,5.7018,558.8894,-214.9464,456.746,615.535,185.9972
1318.3773,415.2373,-87.692,1217.5898,1243.244,1435.1623,-395.3908,235.4394,-513.9367,172.5071,552.0138,-182.3574,-100.0416,934.2676,114.4732
1320.2346,-334.5721,432.8153,663.0988,341.6022,770.4952,202.6277,196.6213,479.918,42.8225,114.2992,861.0362,712.1816,1469.7988,417.8089
1322.0919,669.7109,131.7362,-54.0627,869.4757,787.8903,502.9698,874.7139,194.96,977.9629,352.3052,533.9128,69.3115,1207.136,844.433
1323.9492,325.1217,-109.5734,-364.3694,235.8372,26.2211,216.4248,701.8094,-211.5731,1353.1837,488.1422,451.8936,101.038,677.4362,2.393
1325.8065,116.4072,29.1494,85.8655,889.1181,477.4638,-97.8051,-83.904,-1.0269,-99.9612,-488.2561,-533.066,411.5921,1685.4451,1222.8836
1327.6637,772.0464,264.8898,495.4371,1240.4347,1226.7174,581.5498,564.812,243.8213,848.7775,-112.8616,791.347,730.384,1686.6228,127.8799
1329.521,-150.1781,389.5171,398.5672,540.8391,1083.1218,567.5663,512.7814,-202.5567,277.1929,299.341,384.2468,561.9209,2530.919,227.9556
1331.3783,535.4404,-53.6919,-24.8523,464.656,385.2292,259.9135,730.731,-154.7188,124.5387,30.2155,583.0602,420.2875,2381.1746,625.318
1333.2356,1056.3655,10.501,916.0037,591.6323,479.2969,321.3218,-420.5499,-340.8247,129.5794,536.4131,-403.828,713.0658,2423.1004,336.6221
1335.0929,537.068,144.4731,447.9765,655.6655,693.1326,1061.0485,-87.3822,779.9158,16.292,837.7036,777.2923,312.8996,3323.3144,561.8014
1336.9501,266.6871,812.3496,-294.234,501.1303,782.9139,300.7033,43.8228,682.9347,47.98,-95.1293,162.4567,324.4106,3701.6286,1015.8044
1338.8074,680.2366,477.7354,1445.6363,779.5516,-33.338,587.7104,1212.8904,853.1685,717.2913,21.1702,106.8869,844.1014,4854.7933,588.168
1340.6647,-58.105,305.7804,500.4849,478.8412,569.2575,-82.4776,518.7951,940.3187,196.2669,286.9961,237.9843,789.4982,6549.1833,850.0404
1342.522,332.5809,523.3478,-427.0609,70.0701,578.5191,713.0276,575.4364,954.8149,268.9978,555.485,268.7098,1000.6002,8988.9126,1174.9551
1344.3793,30.9905,931.9158,461.4872,-106.3152,584.0954,7.8802,774.5595,976.2071,-48.4586,489.8122,297.7015,1196.6612,12515.7532,63.5621
1346.2366,-92.1655,-155.9743,180.9395,744.0735,841.4892,947.016,175.7985,241.3904,-179.2656,890.9115,-46.0375,1021.8419,16469.478,64.6877
1348.0938,458.5048,293.6767,773.7785,-198.5439,37.236,-148.4089,-200.8286,971.7335,851.2614,-82.7752,603.0372,486.8449,22411.1116,232.1851
1349.9511,552.7824,-334.8342,418.5816,869.7989,407.0193,-54.4445,629.7914,651.3447,535.6202,689.8264,680.5517,695.0005,24239.5083,342.7073
1351.8084,741.6875,251.3078,766.1085,124.0201,772.4686,131.6125,1310.6889,1231.7276,898.7378,-174.247,888.62,399.032,21710.1236,401.4251
1353.6657,456.8083,15.7159,-36.366,-318.0343,268.9567,341.9314,770.5307,460.8641,-186.0009,726.6073,-471.7143,964.8131,17299.8571,360.7004
1355.523,314.505,1240.941,50.8472,192.9663,-30.5795,-12.9012,472.8455,586.8926,357.4376,144.1048,1017.5631,796.9668,12763.1083,760.9801
1357.3803,-331.1674,-396.4826,-288.844,1018.6826,-248.6173,663.7151,347.4996,26.1247,153.6198,-286.3882,-7.1668,492.566,9671.805,801.6995
1359.2375,376.0609,792.8009,-182.9866,-99.5381,230.4463,20.7724,776.1854,-100.1911,474.7371,386.8939,363.362,753.9256,6329.4809,678.2471
1361.0948,676.8844,382.6078,422.3569,815.3499,945.1549,853.5791,-8.1117,425.7666,773.3483,98.134,17.5279,478.9474,5517.0126,1215.4858
1362.9521,322.2635,306.5032,332.4782,320.0853,687.8749,42.1377,-67.6418,274.1978,1023.2668,489.4643,674.6232,426.9903,4320.0,46.0123
1364.8094,596.5234,-209.2791,774.4282,222.3294,-200.4169,17.9851,356.0499,1275.38,334.462,569.0222,-165.5037,233.9249,4177.7928,1088.0861
1366.6667,971.7596,-61.7605,438.2725,808.2632,1065.1922,178.9476,-71.6085,-75.4812,660.5916,630.425,346.4478,422.4557,2381.4851,477.6266
1368.5239,657.1762,391.8256,446.6456,307.4183,740.8873,1021.2153,723.1678,-257.3689,628.4979,280.3124,731.2698,1216.3535,2138.9129,31.9899
1370.3812,148.9479,374.8266,7.4149,-13.0781,558.3908,430.7302,964.4035,555.0033,450.0978,473.2861,464.6518,249.0362,1165.9594,45.5419
1372.2385,482.2732,270.241,737.7671,1255.1859,760.7647,-299.0083,220.6707,-14.3837,464.5714,712.837,367.846,849.776,1347.4961,179.877
1374.0958,-97.513,840.2341,160.2405,516.0371,641.0362,642.8121,952.6551,139.1167,1129.0794,1028.014,803.0477,-496.047,728.9955,179.8282
1375.9531,193.8959,999.3859,886.6519,650.7003,552.7804,-18.5724,576.929,223.1178,165.1635,-9.5245,-18.3078,140.194,1222.7119,386.5045
1377.8104,617.4618,460.1432,365.2376,21.3974,233.1396,765.5371,602.1231,-118.6238,-558.8385,-129.6528,201.0527,765.615,1897.231,169.1959
1379.6676,978.8727,1311.4963,500.1141,656.027,698.6212,340.7278,777.0541,-19.5862,-86.6952,420.7078,457.2691,-106.526,1411.1085,1196.1358
1381.5249,-242.5696,786.8962,462.8135,361.7446,262.1972,361.3534,543.9017,299.9522,607.3143,-176.5625,660.2565,-500.78,925.6609,660.7526
1383.3822,634.3969,-6.7437,377.1796,333.9912,463.4415,755.2342,460.3109,569.0043,473.1684,-369.3028,30.6757,252.51,1229.6363,658.5827
1385.2395,122.7043,1092.6519,906.0587,687.5202,593.3148,870.0054,728.0189,898.1334,625.7177,389.5056,225.411,630.3513,925.4051,586.9978
1387.0968,190.4221,121.1363,92.8661,811.2136,600.3327,118.6716,1020.7534,525.6384,-226.4186,352.3245,-223.7129,783.5502,540.9352,76.9865
1388.9541,142.9742,997.0686,213.7705,-403.1774,929.4828,176.9332,973.2254,936.58,-241.6424,835.4302,29.1425,567.3789,908.9266,1259.5691
1390.8113,663.7807,765.3015,255.3724,50.1921,434.0937,304.9146,337.7778,121.6075,299.3971,563.8546,644.2995,1167.6497,903.2214,-319.972
1392.6686,341.4674,914.6258,384.4007,700.4117,213.5053,527.1274,533.39,188.4347,497.4295,111.532,487.5134,844.85,929.0124,-233.0691
1394.5259,913.9828,243.392,425.096,230.2187,-313.9551,488.0722,216.8912,346.5935,290.8637,122.5919,660.9075,-296.4471,187.4597,282.3802
1396.3832,519.1855,199.5923,460.4865,313.9046,-76.5344,630.047,692.2593,899.039,425.7972,461.2211,319.3205,59.4202,433.1868,1007.903
1398.2405,1271.3347,369.3755,840.764,527.2637,2.5238,599.3993,1627.8115,949.0197,599.6727,623.366,658.1239,379.6473,926.0782,-146.8024
1400.0978,520.6644,47.3684,934.9778,266.8419,260.9521,722.9197,100.1895,526.2427,499.1427,746.6464,40.9691,616.2616,1148.6058,864.6887
1401.955,684.0137,278.3445,-104.1621,201.2046,646.5164,657.2842,505.8313,371.1159,853.3512,399.731,1031.6035,884.7728,586.3545,580.3542
1403.8123,921.8446,494.3685,1176.2787,699.8389,-58.0987,1445.8616,518.3532,330.7199,384.5144,743.5406,1091.4406,343.9684,259.7083,469.5741
1405.6696,29.096,877.6522,970.869,130.5164,689.4504,810.9889,556.7517,286.8156,867.4638,-50.4796,-189.2802,190.4344,732.2552,163.5378
1407.5269,178.6036,876.9208,429.2492,65.9758,-49.8215,745.4818,513.9361,652.856,341.3406,749.5215,690.3168,826.986,834.6565,498.3935
1409.3842,376.1323,674.4359,407.8575,47.9732,333.7371,749.3519,1091.9059,535.9634,1009.0838,1076.8313,867.8689,961.1425,681.1028,-279.0441
