raman_shift_cm-1,PS_01,PET_01,PMMA_01,CAL_01,ARA_01,SI_01,XA_01,XB_01
1738.1232,55.4275,6573.1714,12040.1723,-59.2556,682.8552,362.2299,248.7402,-204.1731
1739.9804,59.5486,5687.9921,9019.1338,267.6067,144.2534,139.609,902.5649,99.9546
1741.8377,462.994,4036.1427,6861.1235,165.1868,1020.3076,529.7,632.3513,-426.3432
1743.695,74.1829,3483.0851,4489.958,543.7807,923.1749,663.8243,1043.8944,106.6724
1745.5523,614.52,2833.7701,3675.6606,605.2984,-194.4227,793.493,823.2389,-798.4452
1747.4096,669.5694,1888.1488,3296.5244,755.9622,23.5154,-25.0474,786.7547,15.6995
1749.2669,609.6929,2327.1967,3487.8064,179.737,399.6563,-423.2856,677.452,500.6133
1751.1241,161.3012,1484.5651,1770.9357,483.971,152.9668,366.9874,559.9144,450.2964
1752.9814,556.5851,2295.5879,1610.3974,631.1612,-217.2012,-153.4928,301.3945,888.2473
1754.8387,106.6865,1220.3198,1124.702,685.8929,764.5102,364.363,549.3352,123.8156
1756.696,361.6488,1791.2118,2104.584,833.6815,529.8207,404.9551,-345.8973,136.304
1758.5533,730.815,416.5331,1185.0136,218.799,-226.0372,-303.2697,631.4136,-482.3666
1760.4106,514.0494,1404.7595,1307.787,-327.0086,970.9156,285.016,-773.5323,719.3511
1762.2678,-100.4635,1285.1153,1044.3352,48.5077,46.236,-350.8027,457.7652,401.5935
1764.1251,-115.7175,1570.5237,1544.1416,-15.9476,-453.0543,65.7891,471.4469,971.5562
1765.9824,-222.3558,1455.6833,1127.1115,517.3524,246.9499,612.3606,559.7468,-403.0123
1767.8397,173.4126,797.1401,1535.4962,326.8638,96.8195,622.228,413.0736,468.1415
1769.697,-588.0917,1158.1586,1242.6586,350.1047,79.3694,-132.6274,574.892,553.3271
1771.5543,356.109,1180.6141,860.9582,362.8228,457.5307,-146.7742,-150.6074,176.2128
1773.4115,-10.2304,353.3506,965.1192,642.7327,476.019,9.6444,37.637,-532.3136
1775.2688,658.7103,540.18,542.2647,458.7327,-361.4613,-328.5613,-128.1946,381.5749
1777.1261,459.3638,262.2621,1000.557,452.3706,-47.8983,669.9271,396.9016,-52.9464
1778.9834,429.4161,1011.5519,618.2135,-158.5316,422.9528,39.1803,501.3826,77.0732
1780.8407,1260.3407,883.2053,-53.4135,12.6461,233.5439,-124.6456,394.9848,187.8442
1782.6979,-23.1099,858.2156,-291.2148,433.6071,296.5064,751.3012,-190.237,407.6396
1784.5552,66.464,304.8077,666.8469,167.9809,229.9649,442.8261,688.2711,762.1016
1786.4125,1032.9739,-10.785,161.5617,281.6032,163.78,465.7995,597.535,732.4081
1788.2698,399.051,341.9935,1092.0612,361.6707,697.3351,804.727,226.4794,-9.0789
1790.1271,-58.6083,266.2974,169.6216,83.6038,131.7121,843.6078,1017.5685,-511.5007
1791.9844,-36.2436,1060.0036,620.3372,3.809,-35.2494,691.4673,120.4324,741.8379
1793.8416,584.0795,342.7999,327.4955,1678.4436,-3.0737,640.9236,-450.0472,684.5462
1795.6989,257.7482,694.6155,935.6792,-40.8527,140.3299,944.6433,1082.5161,337.105
1797.5562,509.9186,475.8751,555.6901,34.3113,72.8984,200.5358,933.8798,546.5375
1799.4135,655.1599,-11.1659,184.0925,732.9853,742.0323,863.4657,153.7473,39.5917
1801.2708,213.5454,428.1752,393.9475,382.2063,395.2345,134.5862,194.266,-345.0115
1803.1281,561.5103,609.2915,801.1904,82.645,-268.6285,-68.8508,355.8177,-254.6816
1804.9853,338.0087,114.4851,759.4597,269.9855,201.2429,491.042,389.7816,-210.2122
1806.8426,317.8621,480.176,1216.2994,7.5685,319.3066,528.6376,528.0877,-218.3876
1808.6999,1294.2135,723.2223,401.3478,-453.7233,68.3128,-156.9841,297.651,105.513
1810.5572,296.9168,1.8803,322.4223,780.2461,438.9432,573.6831,961.9263,262.0095
1812.4145,984.972,1155.6617,718.5295,198.5723,662.7828,223.0241,627.6529,843.4306
1814.2717,953.1613,274.337,314.6844,-275.5182,-44.2489,92.2987,426.9087,-161.9182
1816.129,133.6772,675.6335,432.9075,-377.7107,321.3859,-56.4417,445.1073,569.7546
1817.9863,-210.5473,-174.0358,662.5056,479.1121,45.4835,421.883,398.8513,-153.5718
1819.8436,694.5499,-293.4212,355.1029,472.5738,557.9375,833.0508,863.2268,126.2987
1821.7009,665.4089,174.6219,380.3851,-622.4998,141.3058,381.5319,417.618,469.8782
1823.5582,441.4072,669.6591,1006.7925,727.5576,567.0701,479.2273,472.037,-164.6239
1825.4154,503.717,340.4974,52.9029,445.2126,519.5041,429.458,936.0917,652.0699
1827.2727,-234.0666,439.4712,372.907,530.0128,-554.0726,354.8484,-234.8201,564.7372
1829.13,327.9467,145.7381,137.8934,68.3248,-797.2249,354.2005,640.6596,3.3435
1830.9873,381.4347,164.8617,-303.5571,413.2334,619.1508,762.3441,-249.963,772.6423
1832.8446,272.5393,344.0016,295.876,455.344,177.1238,959.5985,738.1678,888.0248
1834.7019,576.9733,427.4719,832.8875,1403.5052,612.426,470.301,513.1257,487.8335
1836.5591,496.0191,925.5358,433.7781,-30.0297,414.0961,-314.1143,199.3622,495.661
1838.4164,684.1711,408.2999,688.7075,138.5836,604.1761,152.2519,676.2294,386.6474
1840.2737,304.7274,270.3384,583.0421,490.1121,566.3344,171.8613,323.3448,656.3765
1842.131,167.013,437.5931,135.8097,1148.1297,1281.3151,286.8703,30.937,496.7808
1843.9883,362.2087,644.6869,327.2064,315.3663,607.8924,615.4572,313.7902,75.3687
1845.8456,-447.3991,469.4497,572.9961,-464.292,235.4089,-124.8844,144.7349,664.6403
1847.7028,796.9682,320.5465,-102.8422,314.2568,698.6887,512.2365,1040.5483,346.6563
1849.5601,-463.0441,451.1828,106.5496,286.4646,647.7486,1006.6031,50.33,615.8792
1851.4174,184.4564,577.2741,643.5824,132.8766,283.3663,313.3559,417.732,-66.3165
1853.2747,63.8977,1031.2459,500.8823,366.2101,770.6392,-182.6889,-70.378,-69.7191
1855.132,307.3951,1235.643,337.851,740.4805,173.3394,307.0708,949.7968,711.7687
1856.9892,-86.4484,-28.3247,37.7829,402.9522,203.8804,75.3653,169.8402,84.6518
1858.8465,893.1326,472.0225,-431.9995,201.7599,-486.347,1138.1526,795.11,-344.6306
1860.7038,504.6329,194.5596,490.2917,-114.1906,-820.0719,217.1173,547.5914,111.866
1862.5611,354.9477,504.5886,-308.584,51.573,99.5555,1055.4968,549.7279,86.7905
1864.4184,314.5594,529.3567,455.9274,156.1072,-108.6188,1106.0466,904.4935,357.4662
1866.2757,1265.7213,679.9616,326.2943,147.4816,73.6895,121.4979,-544.1494,-85.4956
1868.1329,211.8053,108.6868,790.5431,-268.6772,479.8189,1292.4774,921.5236,-51.6318
1869.9902,596.2793,443.1268,269.1056,145.0056,-198.5162,563.096,695.7499,89.7731
1871.8475,757.9015,7.8344,248.4574,266.3582,716.1481,607.1503,-68.9233,289.1405
1873.7048,83.7045,659.9874,54.1249,625.5684,165.2735,-315.2272,37.5762,326.8729
1875.5621,-602.3687,889.4814,61.1222,759.9394,363.5633,128.975,16.3764,1025.9322
1877.4194,837.1836,852.5577,553.3088,-200.4078,1460.7125,721.6018,31.6514,-365.4726
1879.2766,369.7873,239.0825,-331.0705,1387.0381,482.2765,504.7649,244.3411,361.4388
1881.1339,154.3467,20.0991,251.7499,-197.1315,184.5447,315.7567,785.6933,449.4061
1882.9912,591.0895,246.5478,457.4672,-332.7789,721.512,538.3987,63.0879,737.1821
1884.8485,79.2121,111.9584,431.1295,845.4651,878.3198,538.7431,731.4903,852.9549
1886.7058,139.0171,1105.7036,69.3469,-60.0028,37.9616,468.7634,-84.6214,-387.9949
1888.563,-116.5455,510.6212,-179.1934,200.7678,605.6407,43.4154,90.4028,516.8703
1890.4203,432.8637,-60.0408,448.7373,96.8109,1106.3336,428.3339,181.1793,64.8795
1892.2776,504.6236,76.0139,739.0096,-279.0963,461.1016,-384.3946,618.9223,-36.4667
1894.1349,-271.2238,-224.871,482.4128,322.7955,206.5942,266.9356,-198.2101,251.9235
1895.9922,216.5324,615.5608,453.7496,790.5297,-590.665,336.0278,155.7074,557.3972
1897.8495,234.213,692.9241,438.2043,-5.9971,872.0479,-98.0466,-86.0797,71.6709
1899.7067,256.4434,642.0774,384.2254,16.5967,254.6455,87.1179,-131.0938,721.0249
1901.564,198.0673,837.6536,-414.4599,-21.1048,-10.4086,239.1554,1078.5526,515.822
1903.4213,460.0453,771.1622,386.4376,-234.3832,60.5681,303.2384,449.609,115.0766
1905.2786,422.6966,238.1445,-286.4012,318.4472,236.8074,696.3294,596.3037,-671.196
1907.1359,459.8675,354.6582,774.8556,478.2652,-46.091,-386.5288,-193.5848,66.7154
1908.9932,27.0616,936.9578,606.2728,935.1825,787.7039,376.9971,-506.1708,-466.1325
1910.8504,60.0655,1136.7669,139.2,-118.2889,-257.6861,-57.3252,827.7291,739.8967
1912.7077,73.5706,621.6425,148.9296,243.791,-43.5372,1215.7628,789.364,599.2541
1914.565,293.2609,115.012,1399.6534,285.4748,-80.1242,292.0758,-38.4478,129.9636
1916.4223,392.9251,7.6146,449.0661,540.2229,246.9832,270.8118,-0.9146,112.835
1918.2796,459.0295,737.3336,92.3262,-7.5033,258.1582,-355.8515,405.625,561.5371
1920.1369,-332.8104,-195.5479,657.9806,838.9665,160.7423,397.2742,-148.6164,249.0838
1921.9941,379.1955,512.015,-60.486,345.8799,820.7931,333.5186,1382.6541,61.942
1923.8514,-50.7588,-53.4389,546.311,576.5311,-372.9482,105.389,23.8777,819.7709
1925.7087,-376.032,629.9862,614.4252,346.8305,-300.7821,97.5551,-206.0361,-172.5648
1927.566,81.203,382.5995,-177.0026,705.8505,212.4147,147.1033,-131.7166,238.3208
1929.4233,-185.4195,405.3684,454.7113,708.0072,251.1654,-315.545,1393.8689,-51.1754
1931.2805,-102.9963,-177.9833,-516.7937,124.0486,973.9764,892.0977,441.5788,129.8488
1933.1378,580.9781,764.2265,-325.9542,131.4567,423.0602,205.7639,1094.4262,439.7642
1934.9951,262.4553,429.6052,-40.8465,-19.1331,1042.6034,131.2996,450.4067,148.606
1936.8524,1106.6924,-189.722,425.0022,61.161,758.5188,1112.6673,422.2575,-64.0032
1938.7097,194.4886,458.5101,288.887,777.9289,64.8174,-207.7048,323.2231,-487.5262
1940.567,377.0476,-32.4878,-58.5617,590.7443,970.3482,1041.9163,25.2423,87.6021
1942.4242,750.6107,462.0379,-659.4107,1234.9602,45.8963,-181.2945,469.0779,311.6963
1944.2815,342.8852,770.8384,517.0716,877.093,-34.3497,1000.625,-25.6189,-24.574
1946.1388,263.4238,992.3151,800.2846,469.7862,-680.4658,298.53,-161.9832,-16.7401
1947.9961,337.9118,63.663,25.5079,943.1119,348.6981,-50.7615,667.1802,97.1409
1949.8534,451.9582,787.5717,351.7147,68.1153,213.0259,-8.9538,302.5068,718.8247
1951.7107,975.6169,55.8162,756.6523,43.6549,174.5921,340.8218,785.335,369.3944
1953.5679,211.9324,-425.3202,514.824,576.8129,98.2484,984.0877,-145.7279,-270.6883
1955.4252,-69.656,1028.3171,734.328,312.0363,655.8583,493.4798,-8.6068,334.5526
1957.2825,726.1043,231.6645,599.1506,387.589,461.8581,-414.6361,36.4233,529.4874
1959.1398,-302.7332,78.0885,939.7621,-192.5244,-682.3141,811.6597,-539.9449,-213.8888
1960.9971,-58.5761,411.0499,646.3756,-496.5028,336.5854,1183.8073,331.542,215.0168
1962.8543,-69.6566,-427.5961,417.4894,638.4175,509.177,1015.8763,1062.6549,231.1738
1964.7116,287.6504,87.3491,621.777,334.647,652.7025,-107.6758,-108.7316,-166.1172
1966.5689,-351.9975,-194.0988,-12.9586,1082.7535,417.3524,778.8081,267.2848,169.2669
1968.4262,275.9901,227.6615,214.4163,979.6743,853.28,333.5276,50.3428,367.3396
1970.2835,-229.1749,-263.0652,-37.4161,208.5385,797.0698,394.6521,101.56,40.471
1972.1408,-4.3648,317.635,195.2365,24.3674,479.9313,264.181,-108.3849,448.0341
1973.998,206.9266,578.8801,8.2104,517.7204,453.1585,144.9399,143.8626,311.6163
1975.8553,644.9537,-15.2697,1309.8974,661.1818,663.6202,986.3036,168.7849,-162.4811
1977.7126,-240.0966,112.37,257.4073,-28.3866,-82.3416,279.4096,-278.7315,207.6503
1979.5699,636.1212,434.2226,-607.9671,-520.848,614.0115,-90.5246,332.8965,674.1867
1981.4272,-659.1471,439.0106,534.1652,-301.5047,-258.9595,400.8466,102.5793,828.1701
1983.2845,171.8592,312.6483,701.3053,252.9164,638.4639,-383.0313,147.4235,-795.9498
1985.1417,584.6526,554.347,166.5053,77.3688,172.1692,109.7702,362.4488,673.3308
1986.999,191.7922,665.4684,412.4908,1199.7147,268.9925,-91.131,685.068,313.4182
1988.8563,378.9411,385.0585,77.8701,226.5137,307.4203,763.147,862.566,-99.8364
1990.7136,195.9822,496.1966,449.5671,433.0844,1115.1867,197.652,402.1828,552.061
1992.5709,-36.5521,145.7513,423.3294,249.3516,-58.5638,23.1807,321.5811,-11.9345
1994.4282,672.8053,-34.561,525.3441,171.2963,605.0589,570.45,67.7805,702.6683
1996.2854,302.929,673.3713,580.5707,42.5869,461.7006,162.5775,-137.3841,840.6819
1998.1427,415.1814,-360.8525,-211.2075,182.4135,224.0334,85.4664,52.3231,0.374
2000.0,392.1054,96.5407,652.3802,-74.5054,283.2379,53.8076,76.5006,83.7913
